"Step","Main - train/mcts_max_length","Main - train/mcts_max_length__MIN","Main - train/mcts_max_length__MAX"
"1354","14","14","14"
"1355","14","14","14"
"1356","14","14","14"
"1357","14","14","14"
"1358","14","14","14"
"1359","14","14","14"
"1360","14","14","14"
"1361","14","14","14"
"1362","14","14","14"
"1363","14","14","14"
"1364","14","14","14"
"1365","14","14","14"
"1366","14","14","14"
"1367","14","14","14"
"1368","14","14","14"
"1369","14","14","14"
"1370","14","14","14"
"1371","14","14","14"
"1372","14","14","14"
"1373","14","14","14"
"1374","14","14","14"
"1375","14","14","14"
"1376","14","14","14"
"1377","14","14","14"
"1378","14","14","14"
"1379","14","14","14"
"1380","14","14","14"
"1381","14","14","14"
"1382","14","14","14"
"1383","14","14","14"
"1384","14","14","14"
"1385","14","14","14"
"1386","14","14","14"
"1387","14","14","14"
"1388","14","14","14"
"1389","14","14","14"
"1390","14","14","14"
"1391","14","14","14"
"1392","14","14","14"
"1393","14","14","14"
"1394","14","14","14"
"1395","14","14","14"
"1396","14","14","14"
"1397","14","14","14"
"1398","14","14","14"
"1399","14","14","14"
"1400","15","15","15"
"1401","15","15","15"
"1402","15","15","15"
"1403","15","15","15"
"1404","15","15","15"
"1405","15","15","15"
"1406","15","15","15"
"1407","15","15","15"
"1408","15","15","15"
"1409","15","15","15"
"1410","15","15","15"
"1411","15","15","15"
"1412","15","15","15"
"1413","15","15","15"
"1414","15","15","15"
"1415","15","15","15"
